iter	Logloss
504	0.4013859944
505	0.4012630946
506	0.4011471857
507	0.4010626733
508	0.4008895176
509	0.4007655436
510	0.400674707
511	0.4005779295
512	0.4004849007
513	0.4003949426
514	0.4002668916
515	0.4001520454
516	0.4000040694
517	0.3999610817
518	0.3998678256
519	0.3998026274
520	0.3996737945
521	0.3995597106
522	0.3994344872
523	0.399356254
524	0.3992369329
525	0.3991456492
526	0.3990411119
527	0.3989686415
528	0.3988871994
529	0.3987795063
530	0.3986947014
531	0.3985973886
532	0.3984713205
533	0.3983910818
534	0.3982798102
535	0.3981521645
536	0.3980637824
537	0.3979722444
538	0.397896144
539	0.3977932191
540	0.3976748017
541	0.3975631572
542	0.3974346881
543	0.3973976464
544	0.3973239878
545	0.3972307335
546	0.3971209125
547	0.3970169736
548	0.3969218143
549	0.3968185854
550	0.3966985401
551	0.3965962372
552	0.3965228757
553	0.3964152231
554	0.3962997505
555	0.396188692
556	0.3960662689
557	0.3959769797
558	0.3958578116
559	0.3957432696
560	0.3956831612
561	0.3956107461
562	0.3954918252
563	0.395393878
564	0.3952712171
565	0.3951603818
566	0.395047985
567	0.3949208089
568	0.394828016
569	0.394710289
570	0.3946235613
571	0.3945201034
572	0.3944823162
573	0.3943670787
574	0.3943047226
575	0.394194266
576	0.3940907045
577	0.3939866564
578	0.3939110648
579	0.3937897422
580	0.3936698393
581	0.3935630162
582	0.3934693807
583	0.3933597777
584	0.3932535756
585	0.3931713837
586	0.3930492167
587	0.3929236991
588	0.3928196342
589	0.39271184
590	0.3925975299
591	0.3925401008
592	0.3924813549
593	0.3923606983
594	0.3922927553
595	0.3921609087
596	0.3920514044
597	0.391939105
598	0.3918432827
599	0.3917502161
600	0.39164484
601	0.391552298
602	0.3914500956
603	0.3913618938
604	0.3912582112
605	0.3912130514
606	0.3911068694
607	0.3910398818
608	0.3909549787
609	0.3908655466
610	0.3907691212
611	0.3906908564
612	0.3906142837
613	0.3905428908
614	0.3904605881
615	0.3903440438
616	0.3902605402
617	0.3901921282
618	0.3901265805
619	0.3900265237
620	0.389911427
621	0.3898383739
622	0.3897599276
623	0.3896584262
624	0.3895899693
625	0.3895066572
626	0.3893832192
627	0.3892383079
628	0.3891263515
629	0.3889930514
630	0.3889035085
631	0.3888666882
632	0.3887645792
633	0.3886796906
634	0.3885572675
635	0.3884909485
636	0.3884448963
637	0.3883469426
638	0.3882595492
639	0.3881494604
640	0.3880470987
641	0.3879303256
642	0.3878373956
643	0.387758688
644	0.38765655
645	0.3875703538
646	0.387461704
647	0.3873485364
648	0.3872375957
649	0.3871381962
650	0.3870711095
651	0.3870031729
652	0.3869218149
653	0.3868269536
654	0.3867228781
655	0.3866057057
656	0.3865178142
657	0.3864259257
658	0.3863181017
659	0.3862062781
660	0.386139318
661	0.3860194616
662	0.3859457943
663	0.3858748781
664	0.3857988409
665	0.3857377743
666	0.3856295401
667	0.3855590274
668	0.3854720261
669	0.3853790806
670	0.3852955207
671	0.3852182989
672	0.3851292658
673	0.3850232475
674	0.3849596453
675	0.3848120461
676	0.384715388
677	0.3846354827
678	0.3845472148
679	0.384455992
680	0.3843682862
681	0.3842822534
682	0.3841591825
683	0.3840658621
684	0.3839397465
685	0.3838492776
686	0.3837511549
687	0.3836751441
688	0.383550241
689	0.3834762428
690	0.3833678116
691	0.3832965495
692	0.3831973474
693	0.3831306126
694	0.3830548589
695	0.3829884408
696	0.3828743168
697	0.3827697957
698	0.3827025566
699	0.3826124301
700	0.3825534532
701	0.3824835293
702	0.3824037657
703	0.3823254355
704	0.3822155139
705	0.3821495628
706	0.3820556272
707	0.3819571068
708	0.3818824083
709	0.3817681882
710	0.3817285712
711	0.3816637898
712	0.3815617606
713	0.381463755
714	0.3813878404
715	0.3813164262
716	0.3812588464
717	0.3811529129
718	0.3810566865
719	0.3809649465
720	0.3808844468
721	0.3807818505
722	0.3806805631
723	0.3805664545
724	0.3804530928
725	0.3803732347
726	0.3802758222
727	0.3801835756
728	0.3801091648
729	0.3800474431
730	0.3799421562
731	0.3798486706
732	0.3797568327
733	0.379661249
734	0.3795809792
735	0.3794700723
736	0.3794032802
737	0.3792715238
738	0.3791613468
739	0.3790736123
740	0.3789834162
741	0.3788633986
742	0.3787740945
743	0.3787049974
744	0.3786513292
745	0.3785395318
746	0.3785085944
747	0.3784010639
748	0.3783304284
749	0.3781850583
750	0.3781189324
751	0.3780123635
752	0.3779395942
753	0.3778697187
754	0.3778070427
755	0.3777615867
756	0.3776948721
757	0.3776376819
758	0.3775711935
759	0.3774937072
760	0.3773812538
761	0.3773073851
762	0.3772049585
763	0.3770915791
764	0.3770137071
765	0.3769347238
766	0.3768271252
767	0.3767251048
768	0.3766439799
769	0.3765835057
770	0.3765333054
771	0.3764313531
772	0.3762941221
773	0.3761745322
774	0.3761270249
775	0.3760380658
776	0.375971137
777	0.375913095
778	0.3758553947
779	0.37579301
780	0.3757008484
781	0.3756168726
782	0.3755427623
783	0.37548784
784	0.3754053177
785	0.3753125661
786	0.3752111675
787	0.3751103397
788	0.3750382787
789	0.3749749053
790	0.374912323
791	0.3748328027
792	0.3747040456
793	0.3745955082
794	0.3745312463
795	0.3744570853
796	0.3743844003
797	0.374277912
798	0.3741612236
799	0.3741069955
800	0.3740545595
801	0.3739528021
802	0.3738614799
803	0.373758354
804	0.3736742817
805	0.3736115334
806	0.3735470372
807	0.3734485068
808	0.3733788388
809	0.3732711398
810	0.3731929116
811	0.3731339189
812	0.3730531253
813	0.3729711923
814	0.3728891125
815	0.3728017411
816	0.3727109301
817	0.3726045097
818	0.3725050232
819	0.3724494475
820	0.3723643583
821	0.372273825
822	0.3722138042
823	0.3721325227
824	0.3720548662
825	0.371979544
826	0.3719331519
827	0.3718718752
828	0.3717737008
829	0.3716605982
830	0.371549302
831	0.3714298061
832	0.3713170111
833	0.3712395229
834	0.3711212538
835	0.3710325894
836	0.3709509657
837	0.3708809428
838	0.3707948448
839	0.3707261969
840	0.3706732318
841	0.3705642078
842	0.3704762883
843	0.3704323748
844	0.3702989952
845	0.3701987938
846	0.3700936539
847	0.3700192869
848	0.3699239617
849	0.3698598472
850	0.3697841918
851	0.3697390716
852	0.3696504558
853	0.3695278454
854	0.3694163692
855	0.3692932575
856	0.3692347002
857	0.3691898239
858	0.3691173299
859	0.3690300263
860	0.3689551664
861	0.3688233027
862	0.3687535717
863	0.3686693374
864	0.3685609974
865	0.3684933878
866	0.3683590244
867	0.3682717284
868	0.3681744179
869	0.3680634506
870	0.3679695058
871	0.3679220646
872	0.3678511058
873	0.3677301637
874	0.3676184221
875	0.3675550085
876	0.3675293857
877	0.3674504196
878	0.3673347823
879	0.3672488271
880	0.3671735767
881	0.3671008968
882	0.3670324796
883	0.3669559251
884	0.3668468973
885	0.3667350863
886	0.3666343964
887	0.3665449413
888	0.3664466128
889	0.3663659638
890	0.3662922554
891	0.3662141972
892	0.3661605487
893	0.3660381528
894	0.3659716441
895	0.3658949028
896	0.3657920006
897	0.3657061259
898	0.3656268535
899	0.3655152968
900	0.3654327512
901	0.3653520404
902	0.3652721456
903	0.3652039176
904	0.3650688014
905	0.365000963
906	0.3649087724
907	0.364810403
908	0.3647191097
909	0.364621853
910	0.3645537855
911	0.3644861509
912	0.3644084637
913	0.3643183127
914	0.3642054245
915	0.364122914
916	0.3640391715
917	0.3639157753
918	0.3638590538
919	0.3637545927
920	0.3636553419
921	0.3636046203
922	0.3635296983
923	0.3634276087
924	0.3633346116
925	0.363249842
926	0.3631810752
927	0.3631005424
928	0.3629974068
929	0.3629014469
930	0.3628014271
931	0.3626904159
932	0.362611758
933	0.3625200438
934	0.3623977958
935	0.3623093321
936	0.3622170432
937	0.3621460018
938	0.3620609163
939	0.3619405946
940	0.3618607873
941	0.3617768283
942	0.3616899663
943	0.3616008784
944	0.3615246786
945	0.361428752
946	0.3613433889
947	0.3612607595
948	0.3611955777
949	0.3611503119
950	0.3610580847
951	0.3609604997
952	0.3608681358
953	0.3608003228
954	0.3607417122
955	0.3606455101
956	0.3605399935
957	0.3604556098
958	0.3603662932
959	0.3603028043
960	0.3602276994
961	0.3601384029
962	0.3600804856
963	0.3599968051
964	0.3598956747
965	0.3598148097
966	0.3597643015
967	0.3596924306
968	0.3596090056
969	0.3595431184
970	0.3594698049
971	0.3594256394
972	0.3593784932
973	0.3593058503
974	0.3592262316
975	0.3591805112
976	0.3590979199
977	0.3589831041
978	0.3589053329
979	0.3587953321
980	0.3587229961
981	0.3586575643
982	0.3585395278
983	0.3584353608
984	0.3583181885
985	0.3582501912
986	0.3581684123
987	0.358088474
988	0.3580143644
989	0.3579324705
990	0.3578207682
991	0.3577054704
992	0.3576043154
993	0.357487765
994	0.3574154897
995	0.3573636757
996	0.3572956319
997	0.3571884979
998	0.35712014
999	0.357084849
27
1447
